"STATISTIC","Statistic","TLIST(D1)","Day","C02199V02655","Sex","UNIT","VALUE"
"RIP02C01","RIP.ie death notices","2020M11D10","2020 November 10","2","Female","Number","52"
"RIP02C01","RIP.ie death notices","2020M11D11","2020 November 11","-","Both sexes","Number","82"
"RIP02C01","RIP.ie death notices","2020M11D11","2020 November 11","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2020M11D11","2020 November 11","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M11D12","2020 November 12","-","Both sexes","Number","84"
"RIP02C01","RIP.ie death notices","2020M11D12","2020 November 12","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2020M11D12","2020 November 12","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2020M11D13","2020 November 13","-","Both sexes","Number","78"
"RIP02C01","RIP.ie death notices","2020M11D13","2020 November 13","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2020M11D13","2020 November 13","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2020M11D14","2020 November 14","-","Both sexes","Number","92"
"RIP02C01","RIP.ie death notices","2020M11D14","2020 November 14","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2020M11D14","2020 November 14","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2020M11D15","2020 November 15","-","Both sexes","Number","95"
"RIP02C01","RIP.ie death notices","2020M11D15","2020 November 15","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2020M11D15","2020 November 15","2","Female","Number","52"
"RIP02C01","RIP.ie death notices","2020M11D16","2020 November 16","-","Both sexes","Number","84"
"RIP02C01","RIP.ie death notices","2020M11D16","2020 November 16","1","Male","Number","49"
"RIP02C01","RIP.ie death notices","2020M11D16","2020 November 16","2","Female","Number","35"
"RIP02C01","RIP.ie death notices","2020M11D17","2020 November 17","-","Both sexes","Number","88"
"RIP02C01","RIP.ie death notices","2020M11D17","2020 November 17","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2020M11D17","2020 November 17","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2020M11D18","2020 November 18","-","Both sexes","Number","80"
"RIP02C01","RIP.ie death notices","2020M11D18","2020 November 18","1","Male","Number","35"
"RIP02C01","RIP.ie death notices","2020M11D18","2020 November 18","2","Female","Number","45"
"RIP02C01","RIP.ie death notices","2020M11D19","2020 November 19","-","Both sexes","Number","83"
"RIP02C01","RIP.ie death notices","2020M11D19","2020 November 19","1","Male","Number","55"
"RIP02C01","RIP.ie death notices","2020M11D19","2020 November 19","2","Female","Number","28"
"RIP02C01","RIP.ie death notices","2020M11D20","2020 November 20","-","Both sexes","Number","76"
"RIP02C01","RIP.ie death notices","2020M11D20","2020 November 20","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2020M11D20","2020 November 20","2","Female","Number","33"
"RIP02C01","RIP.ie death notices","2020M11D21","2020 November 21","-","Both sexes","Number","81"
"RIP02C01","RIP.ie death notices","2020M11D21","2020 November 21","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2020M11D21","2020 November 21","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M11D22","2020 November 22","-","Both sexes","Number","78"
"RIP02C01","RIP.ie death notices","2020M11D22","2020 November 22","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2020M11D22","2020 November 22","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M11D23","2020 November 23","-","Both sexes","Number","81"
"RIP02C01","RIP.ie death notices","2020M11D23","2020 November 23","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2020M11D23","2020 November 23","2","Female","Number","35"
"RIP02C01","RIP.ie death notices","2020M11D24","2020 November 24","-","Both sexes","Number","83"
"RIP02C01","RIP.ie death notices","2020M11D24","2020 November 24","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2020M11D24","2020 November 24","2","Female","Number","42"
"RIP02C01","RIP.ie death notices","2020M11D25","2020 November 25","-","Both sexes","Number","93"
"RIP02C01","RIP.ie death notices","2020M11D25","2020 November 25","1","Male","Number","48"
"RIP02C01","RIP.ie death notices","2020M11D25","2020 November 25","2","Female","Number","45"
"RIP02C01","RIP.ie death notices","2020M11D26","2020 November 26","-","Both sexes","Number","72"
"RIP02C01","RIP.ie death notices","2020M11D26","2020 November 26","1","Male","Number","37"
"RIP02C01","RIP.ie death notices","2020M11D26","2020 November 26","2","Female","Number","35"
"RIP02C01","RIP.ie death notices","2020M11D27","2020 November 27","-","Both sexes","Number","98"
"RIP02C01","RIP.ie death notices","2020M11D27","2020 November 27","1","Male","Number","48"
"RIP02C01","RIP.ie death notices","2020M11D27","2020 November 27","2","Female","Number","50"
"RIP02C01","RIP.ie death notices","2020M11D28","2020 November 28","-","Both sexes","Number","72"
"RIP02C01","RIP.ie death notices","2020M11D28","2020 November 28","1","Male","Number","36"
"RIP02C01","RIP.ie death notices","2020M11D28","2020 November 28","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2020M11D29","2020 November 29","-","Both sexes","Number","75"
"RIP02C01","RIP.ie death notices","2020M11D29","2020 November 29","1","Male","Number","35"
"RIP02C01","RIP.ie death notices","2020M11D29","2020 November 29","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2020M11D30","2020 November 30","-","Both sexes","Number","75"
"RIP02C01","RIP.ie death notices","2020M11D30","2020 November 30","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M11D30","2020 November 30","2","Female","Number","30"
"RIP02C01","RIP.ie death notices","2020M12D01","2020 December 01","-","Both sexes","Number","77"
"RIP02C01","RIP.ie death notices","2020M12D01","2020 December 01","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2020M12D01","2020 December 01","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M12D02","2020 December 02","-","Both sexes","Number","76"
"RIP02C01","RIP.ie death notices","2020M12D02","2020 December 02","1","Male","Number","38"
"RIP02C01","RIP.ie death notices","2020M12D02","2020 December 02","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M12D03","2020 December 03","-","Both sexes","Number","91"
"RIP02C01","RIP.ie death notices","2020M12D03","2020 December 03","1","Male","Number","54"
"RIP02C01","RIP.ie death notices","2020M12D03","2020 December 03","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2020M12D04","2020 December 04","-","Both sexes","Number","87"
"RIP02C01","RIP.ie death notices","2020M12D04","2020 December 04","1","Male","Number","36"
"RIP02C01","RIP.ie death notices","2020M12D04","2020 December 04","2","Female","Number","51"
"RIP02C01","RIP.ie death notices","2020M12D05","2020 December 05","-","Both sexes","Number","107"
"RIP02C01","RIP.ie death notices","2020M12D05","2020 December 05","1","Male","Number","51"
"RIP02C01","RIP.ie death notices","2020M12D05","2020 December 05","2","Female","Number","56"
"RIP02C01","RIP.ie death notices","2020M12D06","2020 December 06","-","Both sexes","Number","90"
"RIP02C01","RIP.ie death notices","2020M12D06","2020 December 06","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2020M12D06","2020 December 06","2","Female","Number","49"
"RIP02C01","RIP.ie death notices","2020M12D07","2020 December 07","-","Both sexes","Number","80"
"RIP02C01","RIP.ie death notices","2020M12D07","2020 December 07","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2020M12D07","2020 December 07","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M12D08","2020 December 08","-","Both sexes","Number","88"
"RIP02C01","RIP.ie death notices","2020M12D08","2020 December 08","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2020M12D08","2020 December 08","2","Female","Number","42"
"RIP02C01","RIP.ie death notices","2020M12D09","2020 December 09","-","Both sexes","Number","94"
"RIP02C01","RIP.ie death notices","2020M12D09","2020 December 09","1","Male","Number","49"
"RIP02C01","RIP.ie death notices","2020M12D09","2020 December 09","2","Female","Number","45"
"RIP02C01","RIP.ie death notices","2020M12D10","2020 December 10","-","Both sexes","Number","87"
"RIP02C01","RIP.ie death notices","2020M12D10","2020 December 10","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2020M12D10","2020 December 10","2","Female","Number","46"
"RIP02C01","RIP.ie death notices","2020M12D11","2020 December 11","-","Both sexes","Number","81"
"RIP02C01","RIP.ie death notices","2020M12D11","2020 December 11","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2020M12D11","2020 December 11","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2020M12D12","2020 December 12","-","Both sexes","Number","83"
"RIP02C01","RIP.ie death notices","2020M12D12","2020 December 12","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M12D12","2020 December 12","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M12D13","2020 December 13","-","Both sexes","Number","83"
"RIP02C01","RIP.ie death notices","2020M12D13","2020 December 13","1","Male","Number","34"
"RIP02C01","RIP.ie death notices","2020M12D13","2020 December 13","2","Female","Number","49"
"RIP02C01","RIP.ie death notices","2020M12D14","2020 December 14","-","Both sexes","Number","82"
"RIP02C01","RIP.ie death notices","2020M12D14","2020 December 14","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2020M12D14","2020 December 14","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M12D15","2020 December 15","-","Both sexes","Number","87"
"RIP02C01","RIP.ie death notices","2020M12D15","2020 December 15","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M12D15","2020 December 15","2","Female","Number","42"
"RIP02C01","RIP.ie death notices","2020M12D16","2020 December 16","-","Both sexes","Number","86"
"RIP02C01","RIP.ie death notices","2020M12D16","2020 December 16","1","Male","Number","49"
"RIP02C01","RIP.ie death notices","2020M12D16","2020 December 16","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2020M12D17","2020 December 17","-","Both sexes","Number","89"
"RIP02C01","RIP.ie death notices","2020M12D17","2020 December 17","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2020M12D17","2020 December 17","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2020M12D18","2020 December 18","-","Both sexes","Number","100"
"RIP02C01","RIP.ie death notices","2020M12D18","2020 December 18","1","Male","Number","47"
"RIP02C01","RIP.ie death notices","2020M12D18","2020 December 18","2","Female","Number","53"
"RIP02C01","RIP.ie death notices","2020M12D19","2020 December 19","-","Both sexes","Number","82"
"RIP02C01","RIP.ie death notices","2020M12D19","2020 December 19","1","Male","Number","50"
"RIP02C01","RIP.ie death notices","2020M12D19","2020 December 19","2","Female","Number","32"
"RIP02C01","RIP.ie death notices","2020M12D20","2020 December 20","-","Both sexes","Number","88"
"RIP02C01","RIP.ie death notices","2020M12D20","2020 December 20","1","Male","Number","47"
"RIP02C01","RIP.ie death notices","2020M12D20","2020 December 20","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2020M12D21","2020 December 21","-","Both sexes","Number","84"
"RIP02C01","RIP.ie death notices","2020M12D21","2020 December 21","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2020M12D21","2020 December 21","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2020M12D22","2020 December 22","-","Both sexes","Number","90"
"RIP02C01","RIP.ie death notices","2020M12D22","2020 December 22","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2020M12D22","2020 December 22","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M12D23","2020 December 23","-","Both sexes","Number","97"
"RIP02C01","RIP.ie death notices","2020M12D23","2020 December 23","1","Male","Number","55"
"RIP02C01","RIP.ie death notices","2020M12D23","2020 December 23","2","Female","Number","42"
"RIP02C01","RIP.ie death notices","2020M12D24","2020 December 24","-","Both sexes","Number","84"
"RIP02C01","RIP.ie death notices","2020M12D24","2020 December 24","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M12D24","2020 December 24","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M12D25","2020 December 25","-","Both sexes","Number","86"
"RIP02C01","RIP.ie death notices","2020M12D25","2020 December 25","1","Male","Number","47"
"RIP02C01","RIP.ie death notices","2020M12D25","2020 December 25","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M12D26","2020 December 26","-","Both sexes","Number","97"
"RIP02C01","RIP.ie death notices","2020M12D26","2020 December 26","1","Male","Number","48"
"RIP02C01","RIP.ie death notices","2020M12D26","2020 December 26","2","Female","Number","49"
"RIP02C01","RIP.ie death notices","2020M12D27","2020 December 27","-","Both sexes","Number","90"
"RIP02C01","RIP.ie death notices","2020M12D27","2020 December 27","1","Male","Number","53"
"RIP02C01","RIP.ie death notices","2020M12D27","2020 December 27","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2020M12D28","2020 December 28","-","Both sexes","Number","104"
"RIP02C01","RIP.ie death notices","2020M12D28","2020 December 28","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2020M12D28","2020 December 28","2","Female","Number","64"
"RIP02C01","RIP.ie death notices","2020M12D29","2020 December 29","-","Both sexes","Number","97"
"RIP02C01","RIP.ie death notices","2020M12D29","2020 December 29","1","Male","Number","47"
"RIP02C01","RIP.ie death notices","2020M12D29","2020 December 29","2","Female","Number","50"
"RIP02C01","RIP.ie death notices","2020M12D30","2020 December 30","-","Both sexes","Number","80"
"RIP02C01","RIP.ie death notices","2020M12D30","2020 December 30","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2020M12D30","2020 December 30","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2020M12D31","2020 December 31","-","Both sexes","Number","113"
"RIP02C01","RIP.ie death notices","2020M12D31","2020 December 31","1","Male","Number","59"
"RIP02C01","RIP.ie death notices","2020M12D31","2020 December 31","2","Female","Number","54"
"RIP02C01","RIP.ie death notices","2021M01D01","2021 January 01","-","Both sexes","Number","92"
"RIP02C01","RIP.ie death notices","2021M01D01","2021 January 01","1","Male","Number","61"
"RIP02C01","RIP.ie death notices","2021M01D01","2021 January 01","2","Female","Number","31"
"RIP02C01","RIP.ie death notices","2021M01D02","2021 January 02","-","Both sexes","Number","85"
"RIP02C01","RIP.ie death notices","2021M01D02","2021 January 02","1","Male","Number","49"
"RIP02C01","RIP.ie death notices","2021M01D02","2021 January 02","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2021M01D03","2021 January 03","-","Both sexes","Number","101"
"RIP02C01","RIP.ie death notices","2021M01D03","2021 January 03","1","Male","Number","57"
"RIP02C01","RIP.ie death notices","2021M01D03","2021 January 03","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2021M01D04","2021 January 04","-","Both sexes","Number","105"
"RIP02C01","RIP.ie death notices","2021M01D04","2021 January 04","1","Male","Number","51"
"RIP02C01","RIP.ie death notices","2021M01D04","2021 January 04","2","Female","Number","54"
"RIP02C01","RIP.ie death notices","2021M01D05","2021 January 05","-","Both sexes","Number","116"
"RIP02C01","RIP.ie death notices","2021M01D05","2021 January 05","1","Male","Number","69"
"RIP02C01","RIP.ie death notices","2021M01D05","2021 January 05","2","Female","Number","47"
"RIP02C01","RIP.ie death notices","2021M01D06","2021 January 06","-","Both sexes","Number","96"
"RIP02C01","RIP.ie death notices","2021M01D06","2021 January 06","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2021M01D06","2021 January 06","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2021M01D07","2021 January 07","-","Both sexes","Number","113"
"RIP02C01","RIP.ie death notices","2021M01D07","2021 January 07","1","Male","Number","59"
"RIP02C01","RIP.ie death notices","2021M01D07","2021 January 07","2","Female","Number","54"
"RIP02C01","RIP.ie death notices","2021M01D08","2021 January 08","-","Both sexes","Number","114"
"RIP02C01","RIP.ie death notices","2021M01D08","2021 January 08","1","Male","Number","62"
"RIP02C01","RIP.ie death notices","2021M01D08","2021 January 08","2","Female","Number","52"
"RIP02C01","RIP.ie death notices","2021M01D09","2021 January 09","-","Both sexes","Number","106"
"RIP02C01","RIP.ie death notices","2021M01D09","2021 January 09","1","Male","Number","62"
"RIP02C01","RIP.ie death notices","2021M01D09","2021 January 09","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2021M01D10","2021 January 10","-","Both sexes","Number","139"
"RIP02C01","RIP.ie death notices","2021M01D10","2021 January 10","1","Male","Number","66"
"RIP02C01","RIP.ie death notices","2021M01D10","2021 January 10","2","Female","Number","73"
"RIP02C01","RIP.ie death notices","2021M01D11","2021 January 11","-","Both sexes","Number","129"
"RIP02C01","RIP.ie death notices","2021M01D11","2021 January 11","1","Male","Number","63"
"RIP02C01","RIP.ie death notices","2021M01D11","2021 January 11","2","Female","Number","66"
"RIP02C01","RIP.ie death notices","2021M01D12","2021 January 12","-","Both sexes","Number","139"
"RIP02C01","RIP.ie death notices","2021M01D12","2021 January 12","1","Male","Number","74"
"RIP02C01","RIP.ie death notices","2021M01D12","2021 January 12","2","Female","Number","65"
"RIP02C01","RIP.ie death notices","2021M01D13","2021 January 13","-","Both sexes","Number","130"
"RIP02C01","RIP.ie death notices","2021M01D13","2021 January 13","1","Male","Number","64"
"RIP02C01","RIP.ie death notices","2021M01D13","2021 January 13","2","Female","Number","66"
"RIP02C01","RIP.ie death notices","2021M01D14","2021 January 14","-","Both sexes","Number","127"
"RIP02C01","RIP.ie death notices","2021M01D14","2021 January 14","1","Male","Number","64"
"RIP02C01","RIP.ie death notices","2021M01D14","2021 January 14","2","Female","Number","63"
"RIP02C01","RIP.ie death notices","2021M01D15","2021 January 15","-","Both sexes","Number","136"
"RIP02C01","RIP.ie death notices","2021M01D15","2021 January 15","1","Male","Number","75"
"RIP02C01","RIP.ie death notices","2021M01D15","2021 January 15","2","Female","Number","61"
"RIP02C01","RIP.ie death notices","2021M01D16","2021 January 16","-","Both sexes","Number","137"
"RIP02C01","RIP.ie death notices","2021M01D16","2021 January 16","1","Male","Number","85"
"RIP02C01","RIP.ie death notices","2021M01D16","2021 January 16","2","Female","Number","52"
"RIP02C01","RIP.ie death notices","2021M01D17","2021 January 17","-","Both sexes","Number","108"
"RIP02C01","RIP.ie death notices","2021M01D17","2021 January 17","1","Male","Number","48"
"RIP02C01","RIP.ie death notices","2021M01D17","2021 January 17","2","Female","Number","60"
"RIP02C01","RIP.ie death notices","2021M01D18","2021 January 18","-","Both sexes","Number","136"
"RIP02C01","RIP.ie death notices","2021M01D18","2021 January 18","1","Male","Number","69"
"RIP02C01","RIP.ie death notices","2021M01D18","2021 January 18","2","Female","Number","67"
"RIP02C01","RIP.ie death notices","2021M01D19","2021 January 19","-","Both sexes","Number","122"
"RIP02C01","RIP.ie death notices","2021M01D19","2021 January 19","1","Male","Number","55"
"RIP02C01","RIP.ie death notices","2021M01D19","2021 January 19","2","Female","Number","67"
"RIP02C01","RIP.ie death notices","2021M01D20","2021 January 20","-","Both sexes","Number","151"
"RIP02C01","RIP.ie death notices","2021M01D20","2021 January 20","1","Male","Number","84"
"RIP02C01","RIP.ie death notices","2021M01D20","2021 January 20","2","Female","Number","67"
"RIP02C01","RIP.ie death notices","2021M01D21","2021 January 21","-","Both sexes","Number","144"
"RIP02C01","RIP.ie death notices","2021M01D21","2021 January 21","1","Male","Number","70"
"RIP02C01","RIP.ie death notices","2021M01D21","2021 January 21","2","Female","Number","74"
"RIP02C01","RIP.ie death notices","2021M01D22","2021 January 22","-","Both sexes","Number","151"
"RIP02C01","RIP.ie death notices","2021M01D22","2021 January 22","1","Male","Number","80"
"RIP02C01","RIP.ie death notices","2021M01D22","2021 January 22","2","Female","Number","71"
"RIP02C01","RIP.ie death notices","2021M01D23","2021 January 23","-","Both sexes","Number","135"
"RIP02C01","RIP.ie death notices","2021M01D23","2021 January 23","1","Male","Number","61"
"RIP02C01","RIP.ie death notices","2021M01D23","2021 January 23","2","Female","Number","74"
"RIP02C01","RIP.ie death notices","2021M01D24","2021 January 24","-","Both sexes","Number","136"
"RIP02C01","RIP.ie death notices","2021M01D24","2021 January 24","1","Male","Number","69"
"RIP02C01","RIP.ie death notices","2021M01D24","2021 January 24","2","Female","Number","67"
"RIP02C01","RIP.ie death notices","2021M01D25","2021 January 25","-","Both sexes","Number","119"
"RIP02C01","RIP.ie death notices","2021M01D25","2021 January 25","1","Male","Number","57"
"RIP02C01","RIP.ie death notices","2021M01D25","2021 January 25","2","Female","Number","62"
"RIP02C01","RIP.ie death notices","2021M01D26","2021 January 26","-","Both sexes","Number","167"
"RIP02C01","RIP.ie death notices","2021M01D26","2021 January 26","1","Male","Number","90"
"RIP02C01","RIP.ie death notices","2021M01D26","2021 January 26","2","Female","Number","77"
"RIP02C01","RIP.ie death notices","2021M01D27","2021 January 27","-","Both sexes","Number","159"
"RIP02C01","RIP.ie death notices","2021M01D27","2021 January 27","1","Male","Number","84"
"RIP02C01","RIP.ie death notices","2021M01D27","2021 January 27","2","Female","Number","75"
"RIP02C01","RIP.ie death notices","2021M01D28","2021 January 28","-","Both sexes","Number","161"
"RIP02C01","RIP.ie death notices","2021M01D28","2021 January 28","1","Male","Number","86"
"RIP02C01","RIP.ie death notices","2021M01D28","2021 January 28","2","Female","Number","75"
"RIP02C01","RIP.ie death notices","2021M01D29","2021 January 29","-","Both sexes","Number","119"
"RIP02C01","RIP.ie death notices","2021M01D29","2021 January 29","1","Male","Number","63"
"RIP02C01","RIP.ie death notices","2021M01D29","2021 January 29","2","Female","Number","56"
"RIP02C01","RIP.ie death notices","2021M01D30","2021 January 30","-","Both sexes","Number","115"
"RIP02C01","RIP.ie death notices","2021M01D30","2021 January 30","1","Male","Number","48"
"RIP02C01","RIP.ie death notices","2021M01D30","2021 January 30","2","Female","Number","67"
"RIP02C01","RIP.ie death notices","2021M01D31","2021 January 31","-","Both sexes","Number","131"
"RIP02C01","RIP.ie death notices","2021M01D31","2021 January 31","1","Male","Number","67"
"RIP02C01","RIP.ie death notices","2021M01D31","2021 January 31","2","Female","Number","64"
"RIP02C01","RIP.ie death notices","2021M02D01","2021 February 01","-","Both sexes","Number","161"
"RIP02C01","RIP.ie death notices","2021M02D01","2021 February 01","1","Male","Number","75"
"RIP02C01","RIP.ie death notices","2021M02D01","2021 February 01","2","Female","Number","86"
"RIP02C01","RIP.ie death notices","2021M02D02","2021 February 02","-","Both sexes","Number","123"
"RIP02C01","RIP.ie death notices","2021M02D02","2021 February 02","1","Male","Number","64"
"RIP02C01","RIP.ie death notices","2021M02D02","2021 February 02","2","Female","Number","59"
"RIP02C01","RIP.ie death notices","2021M02D03","2021 February 03","-","Both sexes","Number","136"
"RIP02C01","RIP.ie death notices","2021M02D03","2021 February 03","1","Male","Number","78"
"RIP02C01","RIP.ie death notices","2021M02D03","2021 February 03","2","Female","Number","58"
"RIP02C01","RIP.ie death notices","2021M02D04","2021 February 04","-","Both sexes","Number","125"
"RIP02C01","RIP.ie death notices","2021M02D04","2021 February 04","1","Male","Number","65"
"RIP02C01","RIP.ie death notices","2021M02D04","2021 February 04","2","Female","Number","60"
"RIP02C01","RIP.ie death notices","2021M02D05","2021 February 05","-","Both sexes","Number","123"
"RIP02C01","RIP.ie death notices","2021M02D05","2021 February 05","1","Male","Number","61"
"RIP02C01","RIP.ie death notices","2021M02D05","2021 February 05","2","Female","Number","62"
"RIP02C01","RIP.ie death notices","2021M02D06","2021 February 06","-","Both sexes","Number","111"
"RIP02C01","RIP.ie death notices","2021M02D06","2021 February 06","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2021M02D06","2021 February 06","2","Female","Number","69"
"RIP02C01","RIP.ie death notices","2021M02D07","2021 February 07","-","Both sexes","Number","111"
"RIP02C01","RIP.ie death notices","2021M02D07","2021 February 07","1","Male","Number","59"
"RIP02C01","RIP.ie death notices","2021M02D07","2021 February 07","2","Female","Number","52"
"RIP02C01","RIP.ie death notices","2021M02D08","2021 February 08","-","Both sexes","Number","129"
"RIP02C01","RIP.ie death notices","2021M02D08","2021 February 08","1","Male","Number","73"
"RIP02C01","RIP.ie death notices","2021M02D08","2021 February 08","2","Female","Number","56"
"RIP02C01","RIP.ie death notices","2021M02D09","2021 February 09","-","Both sexes","Number","126"
"RIP02C01","RIP.ie death notices","2021M02D09","2021 February 09","1","Male","Number","66"
"RIP02C01","RIP.ie death notices","2021M02D09","2021 February 09","2","Female","Number","60"
"RIP02C01","RIP.ie death notices","2021M02D10","2021 February 10","-","Both sexes","Number","117"
"RIP02C01","RIP.ie death notices","2021M02D10","2021 February 10","1","Male","Number","57"
"RIP02C01","RIP.ie death notices","2021M02D10","2021 February 10","2","Female","Number","60"
"RIP02C01","RIP.ie death notices","2021M02D11","2021 February 11","-","Both sexes","Number","125"
"RIP02C01","RIP.ie death notices","2021M02D11","2021 February 11","1","Male","Number","78"
"RIP02C01","RIP.ie death notices","2021M02D11","2021 February 11","2","Female","Number","47"
"RIP02C01","RIP.ie death notices","2021M02D12","2021 February 12","-","Both sexes","Number","116"
"RIP02C01","RIP.ie death notices","2021M02D12","2021 February 12","1","Male","Number","62"
"RIP02C01","RIP.ie death notices","2021M02D12","2021 February 12","2","Female","Number","54"
"RIP02C01","RIP.ie death notices","2021M02D13","2021 February 13","-","Both sexes","Number","114"
"RIP02C01","RIP.ie death notices","2021M02D13","2021 February 13","1","Male","Number","64"
"RIP02C01","RIP.ie death notices","2021M02D13","2021 February 13","2","Female","Number","50"
"RIP02C01","RIP.ie death notices","2021M02D14","2021 February 14","-","Both sexes","Number","107"
"RIP02C01","RIP.ie death notices","2021M02D14","2021 February 14","1","Male","Number","50"
"RIP02C01","RIP.ie death notices","2021M02D14","2021 February 14","2","Female","Number","57"
"RIP02C01","RIP.ie death notices","2021M02D15","2021 February 15","-","Both sexes","Number","121"
"RIP02C01","RIP.ie death notices","2021M02D15","2021 February 15","1","Male","Number","67"
"RIP02C01","RIP.ie death notices","2021M02D15","2021 February 15","2","Female","Number","54"
"RIP02C01","RIP.ie death notices","2021M02D16","2021 February 16","-","Both sexes","Number","102"
"RIP02C01","RIP.ie death notices","2021M02D16","2021 February 16","1","Male","Number","55"
"RIP02C01","RIP.ie death notices","2021M02D16","2021 February 16","2","Female","Number","47"
"RIP02C01","RIP.ie death notices","2021M02D17","2021 February 17","-","Both sexes","Number","126"
"RIP02C01","RIP.ie death notices","2021M02D17","2021 February 17","1","Male","Number","70"
"RIP02C01","RIP.ie death notices","2021M02D17","2021 February 17","2","Female","Number","56"
"RIP02C01","RIP.ie death notices","2021M02D18","2021 February 18","-","Both sexes","Number","100"
"RIP02C01","RIP.ie death notices","2021M02D18","2021 February 18","1","Male","Number","47"
"RIP02C01","RIP.ie death notices","2021M02D18","2021 February 18","2","Female","Number","53"
"RIP02C01","RIP.ie death notices","2021M02D19","2021 February 19","-","Both sexes","Number","114"
"RIP02C01","RIP.ie death notices","2021M02D19","2021 February 19","1","Male","Number","56"
"RIP02C01","RIP.ie death notices","2021M02D19","2021 February 19","2","Female","Number","58"
"RIP02C01","RIP.ie death notices","2021M02D20","2021 February 20","-","Both sexes","Number","94"
"RIP02C01","RIP.ie death notices","2021M02D20","2021 February 20","1","Male","Number","51"
"RIP02C01","RIP.ie death notices","2021M02D20","2021 February 20","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2021M02D21","2021 February 21","-","Both sexes","Number","95"
"RIP02C01","RIP.ie death notices","2021M02D21","2021 February 21","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2021M02D21","2021 February 21","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2021M02D22","2021 February 22","-","Both sexes","Number","93"
"RIP02C01","RIP.ie death notices","2021M02D22","2021 February 22","1","Male","Number","58"
"RIP02C01","RIP.ie death notices","2021M02D22","2021 February 22","2","Female","Number","35"
"RIP02C01","RIP.ie death notices","2021M02D23","2021 February 23","-","Both sexes","Number","94"
"RIP02C01","RIP.ie death notices","2021M02D23","2021 February 23","1","Male","Number","53"
"RIP02C01","RIP.ie death notices","2021M02D23","2021 February 23","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2021M02D24","2021 February 24","-","Both sexes","Number","95"
